timestamp,Carrier,AvgTicketPrice,Cancelled,DestWeather,DistanceKilometers,FlightTimeHour,Origin,Dest,timestamp
"Nov 27, 2020 @ 09:20:15.000","Kibana Airlines","$421.05",false,Sunny,"261.368","0.772258552451993","Munich Airport","Zurich Airport","Nov 27, 2020 @ 09:20:15.000"
"Nov 27, 2020 @ 09:20:15.000","Kibana Airlines","$614.26",false,Clear,"15,672.313","17.413680589810323","Adelaide International Airport","Frankfurt am Main Airport","Nov 27, 2020 @ 09:20:15.000"
"Nov 27, 2020 @ 09:17:01.000","Logstash Airways","$371.32",false,Cloudy,"2,946.886","2.584988120090821","Guangzhou Baiyun International Airport","Narita International Airport","Nov 27, 2020 @ 09:17:01.000"
"Nov 27, 2020 @ 09:15:25.000","Logstash Airways","$810.07",false,Clear,"1,184.496","1.0967558435857456","General Wayne A. Downing Peoria International Airport","Winnipeg / James Armstrong Richardson International Airport","Nov 27, 2020 @ 09:15:25.000"
"Nov 27, 2020 @ 09:02:42.000","Logstash Airways","$897.57",false,Clear,"3,515.129","4.882123627956286","Montreal / Pierre Elliott Trudeau International Airport","Tucson International Airport","Nov 27, 2020 @ 09:02:42.000"
"Nov 27, 2020 @ 09:01:13.000","ES-Air","$385.23",false,"Heavy Fog","8,547.081","9.496756305264617","San Antonio International Airport","Stockholm-Arlanda Airport","Nov 27, 2020 @ 09:01:13.000"
"Nov 27, 2020 @ 08:53:45.000","Logstash Airways","$813.63",true,Hail,"894.705","1.3556143845276964","Copenhagen Kastrup Airport","Helsinki Vantaa Airport","Nov 27, 2020 @ 08:53:45.000"
"Nov 27, 2020 @ 08:52:50.000","Logstash Airways","$271.8",false,"Thunder & Lightning","11,426.597","14.649482880883394","Detroit Metropolitan Wayne County Airport","Xi'an Xianyang International Airport","Nov 27, 2020 @ 08:52:50.000"
"Nov 27, 2020 @ 08:52:32.000","Logstash Airways","$689.45",false,"Thunder & Lightning","9,107.773","8.433122725236462","Naples International Airport","Shanghai Pudong International Airport","Nov 27, 2020 @ 08:52:32.000"
"Nov 27, 2020 @ 08:51:19.000","ES-Air","$412.88",false,Clear,"6,415.105","8.909868062877658","Chhatrapati Shivaji International Airport","Copenhagen Kastrup Airport","Nov 27, 2020 @ 08:51:19.000"
"Nov 27, 2020 @ 08:40:22.000","Kibana Airlines","$259.59",false,Sunny,"1,831.405","2.3479545180031134","Dublin Airport","Warsaw Chopin Airport","Nov 27, 2020 @ 08:40:22.000"
"Nov 27, 2020 @ 08:22:02.000",JetBeats,"$867.43",false,Rain,"6,515.641","6.3878832729322745","Chhatrapati Shivaji International Airport","Malpensa International Airport","Nov 27, 2020 @ 08:22:02.000"
"Nov 27, 2020 @ 08:14:54.000","Logstash Airways","$726.22",false,Sunny,"8,407.115","15.738052333143916","Oslo Gardermoen Airport","Tokyo Haneda International Airport","Nov 27, 2020 @ 08:14:54.000"
"Nov 27, 2020 @ 08:14:54.000","Kibana Airlines","$750.14",false,Sunny,"13,626.422","11.35535189591482","Ministro Pistarini International Airport","Olenya Air Base","Nov 27, 2020 @ 08:14:54.000"
"Nov 27, 2020 @ 08:12:56.000","ES-Air","$782",false,Sunny,"8,823.066","7.352555195894875","Cape Town International Airport","Verona Villafranca Airport","Nov 27, 2020 @ 08:12:56.000"
"Nov 27, 2020 @ 08:08:47.000","Logstash Airways","$442.57",false,Cloudy,"9,733.566","9.01256107113272","Charles de Gaulle International Airport","Narita International Airport","Nov 27, 2020 @ 08:08:47.000"
"Nov 27, 2020 @ 08:03:24.000","Kibana Airlines","$894.87",false,Hail,"9,590.589","12.295626903551762","Chubu Centrair International Airport","Verona Villafranca Airport","Nov 27, 2020 @ 08:03:24.000"
"Nov 27, 2020 @ 08:01:26.000","Logstash Airways","$705.06",false,Cloudy,"5,868.323","4.890268781427298","Cologne Bonn Airport","Ottawa Macdonald-Cartier International Airport","Nov 27, 2020 @ 08:01:26.000"
"Nov 27, 2020 @ 08:01:05.000","ES-Air","$860.27",false,Sunny,"7,436.236","7.746078747656212","Vienna International Airport","Winnipeg / James Armstrong Richardson International Airport","Nov 27, 2020 @ 08:01:05.000"
"Nov 27, 2020 @ 07:59:46.000","Logstash Airways","$954.02",false,Clear,"7,530.064","8.964361311204335","Denver International Airport","Olenya Air Base","Nov 27, 2020 @ 07:59:46.000"
"Nov 27, 2020 @ 07:50:00.000","Logstash Airways","$828.63",false,Clear,"9,051.365","7.54280426742512","Shanghai Pudong International Airport","Zurich Airport","Nov 27, 2020 @ 07:50:00.000"
"Nov 27, 2020 @ 07:50:00.000","Logstash Airways","$634.08",false,Clear,"4,679.329","5.99914029148806","Abu Dhabi International Airport","Genoa Cristoforo Colombo Airport","Nov 27, 2020 @ 07:50:00.000"
"Nov 27, 2020 @ 07:49:45.000","Kibana Airlines","$673.29",true,"Thunder & Lightning","7,822.173","6.518477915737217","Venice Marco Polo Airport","Xi'an Xianyang International Airport","Nov 27, 2020 @ 07:49:45.000"
"Nov 27, 2020 @ 07:43:38.000",JetBeats,"$237.1",false,Cloudy,"1,324.833","1.8400454064068545","Quad City International Airport","Savannah Hilton Head International Airport","Nov 27, 2020 @ 07:43:38.000"
"Nov 27, 2020 @ 07:42:08.000","ES-Air","$510.07",false,Clear,"7,986.028","12.623364422789129","Melbourne International Airport","Shanghai Pudong International Airport","Nov 27, 2020 @ 07:42:08.000"
"Nov 27, 2020 @ 07:33:06.000",JetBeats,"$396.89",false,Sunny,"3,541.335","6.701112516230393","Ottawa Macdonald-Cartier International Airport","Seattle Tacoma International Airport","Nov 27, 2020 @ 07:33:06.000"
"Nov 27, 2020 @ 07:26:38.000","Kibana Airlines","$258.91",false,"Heavy Fog","15,660.251","16.31276139395275","El Dorado International Airport","Xi'an Xianyang International Airport","Nov 27, 2020 @ 07:26:38.000"
"Nov 27, 2020 @ 07:11:18.000","Logstash Airways","$462.94",false,Rain,"7,911.005","7.3250044975341755","Turin Airport","Ukrainka Air Base","Nov 27, 2020 @ 07:11:18.000"
"Nov 27, 2020 @ 07:10:36.000","Logstash Airways","$352.18",false,Sunny,"2,442.878","6.394978003150493","Ukrainka Air Base","Xi'an Xianyang International Airport","Nov 27, 2020 @ 07:10:36.000"
"Nov 27, 2020 @ 07:10:36.000",JetBeats,"$397.4",false,Cloudy,"9,389.673","12.202121040018195","Frankfurt am Main Airport","Narita International Airport","Nov 27, 2020 @ 07:10:36.000"
"Nov 27, 2020 @ 06:59:51.000","Kibana Airlines","$797.74",false,Sunny,"7,938.771","11.963833977215415","Naples International Airport","Xi'an Xianyang International Airport","Nov 27, 2020 @ 06:59:51.000"
"Nov 27, 2020 @ 06:58:51.000","ES-Air","$613.36",false,"Thunder & Lightning","9,214.985","8.083320388143315","Ministro Pistarini International Airport","Tucson International Airport","Nov 27, 2020 @ 06:58:51.000"
"Nov 27, 2020 @ 06:57:33.000",JetBeats,"$788.48",false,Rain,"7,441.037","8.267818453624388","London Luton Airport","Louis Armstrong New Orleans International Airport","Nov 27, 2020 @ 06:57:33.000"
"Nov 27, 2020 @ 06:53:19.000",JetBeats,"$217.85",false,"Thunder & Lightning","105.82","0.11022961059466277","Treviso-Sant'Angelo Airport","Verona Villafranca Airport","Nov 27, 2020 @ 06:53:19.000"
"Nov 27, 2020 @ 06:51:45.000",JetBeats,"$493.76",false,"Damaging Wind","8,828.864","13.377067298369674","Berlin-Tegel Airport","Itami Airport","Nov 27, 2020 @ 06:51:45.000"
"Nov 27, 2020 @ 06:51:17.000",JetBeats,"$323.15",false,Sunny,"6,881.748","5.734789963307948","Chicago Midway International Airport","Copenhagen Kastrup Airport","Nov 27, 2020 @ 06:51:17.000"
"Nov 27, 2020 @ 06:39:22.000","Kibana Airlines","$950.67",false,Clear,"7,107.377","10.968017023141405","Naples International Airport","Newark Liberty International Airport","Nov 27, 2020 @ 06:39:22.000"
"Nov 27, 2020 @ 06:37:01.000","Kibana Airlines","$614.62",false,Cloudy,"3,986.493","4.152597118412357","Mariscal Sucre International Airport","Raleigh Durham International Airport","Nov 27, 2020 @ 06:37:01.000"
"Nov 27, 2020 @ 06:34:59.000","Kibana Airlines","$871.74",false,"Heavy Fog","7,084.961","5.904134187845245","Helsinki Vantaa Airport","Richmond International Airport","Nov 27, 2020 @ 06:34:59.000"
"Nov 27, 2020 @ 06:30:50.000","ES-Air","$221.51",false,Clear,"622.554","0.7981465884573994","Bari Karol Wojty__a Airport","Treviso-Sant'Angelo Airport","Nov 27, 2020 @ 06:30:50.000"
"Nov 27, 2020 @ 06:24:43.000",JetBeats,"$989.92",false,Rain,"14,454.954","12.295794666781509","Luis Munoz Marin International Airport","Shanghai Pudong International Airport","Nov 27, 2020 @ 06:24:43.000"
"Nov 27, 2020 @ 06:22:23.000","ES-Air","$516.92",false,"Damaging Wind","5,244.617","4.370513794032337","Indira Gandhi International Airport","Olenya Air Base","Nov 27, 2020 @ 06:22:23.000"
"Nov 27, 2020 @ 06:16:06.000","Kibana Airlines","$944.08",false,Rain,"9,166.035","11.751327359031624","Ciampino___G. B. Pastine International Airport","Shanghai Pudong International Airport","Nov 27, 2020 @ 06:16:06.000"
"Nov 27, 2020 @ 06:14:28.000",JetBeats,"$491.06",false,Clear,"837.222","0.8208063221170356","Gimpo International Airport","Kansai International Airport","Nov 27, 2020 @ 06:14:28.000"
"Nov 27, 2020 @ 06:06:59.000",JetBeats,"$983.78",false,Cloudy,"6,778.828","10.915038740628681","Al Maktoum International Airport","Incheon International Airport","Nov 27, 2020 @ 06:06:59.000"
"Nov 27, 2020 @ 06:05:21.000","ES-Air","$743.3",false,"Heavy Fog","7,445.606","9.505840019339102","Spokane International Airport","Stockholm-Arlanda Airport","Nov 27, 2020 @ 06:05:21.000"
"Nov 27, 2020 @ 05:59:44.000","Kibana Airlines","$985.31",true,Rain,"11,549.353","9.624460956285633","Ministro Pistarini International Airport","Munich Airport","Nov 27, 2020 @ 05:59:44.000"
"Nov 27, 2020 @ 05:54:06.000",JetBeats,"$481.55",false,Cloudy,"6,497.615","6.370211077499457","Chhatrapati Shivaji International Airport","Genoa Cristoforo Colombo Airport","Nov 27, 2020 @ 05:54:06.000"
"Nov 27, 2020 @ 05:54:06.000","Logstash Airways","$573.24",true,Sunny,"5,506.217","8.342753096940056","Dubai International Airport","London Luton Airport","Nov 27, 2020 @ 05:54:06.000"
"Nov 27, 2020 @ 05:50:11.000","Kibana Airlines","$637.72",false,Clear,"1,640.583","2.1033114880724084","Jeju International Airport","Xi'an Xianyang International Airport","Nov 27, 2020 @ 05:50:11.000"
"Nov 27, 2020 @ 05:39:28.000","Kibana Airlines","$996.18",false,Rain,"4,030.637","8.048377306714693","Catania-Fontanarossa Airport","Dubai International Airport","Nov 27, 2020 @ 05:39:28.000"
"Nov 27, 2020 @ 05:34:52.000","Logstash Airways","$424.44",false,"Heavy Fog","3,914.258","8.511881393375294","Kempegowda International Airport","Xi'an Xianyang International Airport","Nov 27, 2020 @ 05:34:52.000"
"Nov 27, 2020 @ 05:29:53.000","Kibana Airlines","$655.26",false,"Thunder & Lightning","1,629.759","1.6976654432361564","Dublin Airport","Stockholm-Arlanda Airport","Nov 27, 2020 @ 05:29:53.000"
"Nov 27, 2020 @ 05:20:11.000","Logstash Airways","$413.85",false,Clear,"15,128.763","13.270844902245464","Gimpo International Airport","Mariscal Sucre International Airport","Nov 27, 2020 @ 05:20:11.000"
"Nov 27, 2020 @ 05:19:44.000","Logstash Airways","$656.08",false,Clear,"7,359.131","7.665761368242187","Berlin-Tegel Airport","Greenville Spartanburg International Airport","Nov 27, 2020 @ 05:19:44.000"
"Nov 27, 2020 @ 05:18:25.000","Kibana Airlines","$236.8",false,Sunny,"773.238","0.6136811623150447","Birmingham-Shuttlesworth International Airport","Raleigh Durham International Airport","Nov 27, 2020 @ 05:18:25.000"
"Nov 27, 2020 @ 05:12:26.000","Logstash Airways","$448.09",false,Cloudy,"7,446.429","13.032467472436299","Venice Marco Polo Airport","Winnipeg / James Armstrong Richardson International Airport","Nov 27, 2020 @ 05:12:26.000"
"Nov 27, 2020 @ 05:04:11.000",JetBeats,"$865.99",false,Rain,"5,244.617","6.912394089554606","Indira Gandhi International Airport","Olenya Air Base","Nov 27, 2020 @ 05:04:11.000"
"Nov 27, 2020 @ 04:58:46.000",JetBeats,"$599.8",false,Cloudy,"8,555.241","10.968257173218165","King Shaka International Airport","Verona Villafranca Airport","Nov 27, 2020 @ 04:58:46.000"
"Nov 27, 2020 @ 04:58:46.000",JetBeats,"$861.3",false,Sunny,"6,938.784","5.78231993821413","Naples International Airport","Ottawa Macdonald-Cartier International Airport","Nov 27, 2020 @ 04:58:46.000"
"Nov 27, 2020 @ 04:57:22.000","Kibana Airlines","$673.37",false,Hail,"11,134.742","10.916413414622864","Leonardo da Vinci - Fiumicino Airport","Ministro Pistarini International Airport","Nov 27, 2020 @ 04:57:22.000"
"Nov 27, 2020 @ 04:56:29.000","Logstash Airways","$316.66",false,Clear,"15,496.43","12.298754339654948","Jeju International Airport","Mariscal Sucre International Airport","Nov 27, 2020 @ 04:56:29.000"
"Nov 27, 2020 @ 04:49:45.000","Kibana Airlines","$713.27",false,Sunny,"7,745.595","8.068328530806873","Ukrainka Air Base","Verona Villafranca Airport","Nov 27, 2020 @ 04:49:45.000"
"Nov 27, 2020 @ 04:48:43.000","Kibana Airlines","$290.47",false,Clear,"2,186.523","4.1030039129556775","Sheremetyevo International Airport","Zurich Airport","Nov 27, 2020 @ 04:48:43.000"
"Nov 27, 2020 @ 04:48:13.000","Logstash Airways","$587.85",false,Clear,"6,172.761","8.573278742648228","Jorge Chavez International Airport","Lester B. Pearson International Airport","Nov 27, 2020 @ 04:48:13.000"
"Nov 27, 2020 @ 04:47:00.000","Logstash Airways","$943.15",true,"Thunder & Lightning","6,266.6","6.962888534898941","Malpensa International Airport","Ottawa Macdonald-Cartier International Airport","Nov 27, 2020 @ 04:47:00.000"
"Nov 27, 2020 @ 04:20:52.000",JetBeats,"$187.06",false,Sunny,"412.211","3.8271519666290312","Ciampino___G. B. Pastine International Airport","Venice Marco Polo Airport","Nov 27, 2020 @ 04:20:52.000"
"Nov 27, 2020 @ 04:12:49.000","ES-Air","$792.41",true,Sunny,"6,721.423","8.839630215499348","Catania-Fontanarossa Airport","Kempegowda International Airport","Nov 27, 2020 @ 04:12:49.000"
"Nov 27, 2020 @ 04:06:40.000","ES-Air","$439.22",true,Sunny,"1,384.42","2.398119185091292","Dublin Airport","Malpensa International Airport","Nov 27, 2020 @ 04:06:40.000"
"Nov 27, 2020 @ 03:59:12.000",JetBeats,"$410.17",false,Rain,"2,093.148","3.171436956907057","Helsinki Vantaa Airport","Pisa International Airport","Nov 27, 2020 @ 03:59:12.000"
"Nov 27, 2020 @ 03:52:18.000","Logstash Airways","$546.44",false,Clear,"7,261.161","7.223297287009146","Cologne Bonn Airport","Luis Munoz Marin International Airport","Nov 27, 2020 @ 03:52:18.000"
"Nov 27, 2020 @ 03:40:55.000","Logstash Airways","$157.79",true,Hail,"359.096","2.7992463042239906","Treviso-Sant'Angelo Airport","Turin Airport","Nov 27, 2020 @ 03:40:55.000"
"Nov 27, 2020 @ 03:38:47.000","Kibana Airlines","$546.53",false,Sunny,"11,160.094","9.789555835217454","San Diego International Airport","Xi'an Xianyang International Airport","Nov 27, 2020 @ 03:38:47.000"
"Nov 27, 2020 @ 03:26:26.000","Logstash Airways","$580.71",false,Clear,"7,302.611","7.159422443448937","Lester B. Pearson International Airport","Naples International Airport","Nov 27, 2020 @ 03:26:26.000"
"Nov 27, 2020 @ 03:23:13.000",JetBeats,"$933.99",false,Sunny,"14,456.233","12.046860706516034","Luis Munoz Marin International Airport","Shanghai Hongqiao International Airport","Nov 27, 2020 @ 03:23:13.000"
"Nov 27, 2020 @ 03:16:45.000",JetBeats,"$260.43",false,"Thunder & Lightning","8,769.283","7.307735754410982","Sydney Kingsford Smith International Airport","Xi'an Xianyang International Airport","Nov 27, 2020 @ 03:16:45.000"
"Nov 27, 2020 @ 03:10:07.000","Logstash Airways","$555.35",false,"Damaging Wind","8,654.954","13.235249012546403","Savannah Hilton Head International Airport","Sheremetyevo International Airport","Nov 27, 2020 @ 03:10:07.000"
"Nov 27, 2020 @ 03:04:03.000","Logstash Airways","$852.7",false,Cloudy,"9,928.88","11.032088835895596","Leonardo da Vinci - Fiumicino Airport","Narita International Airport","Nov 27, 2020 @ 03:04:03.000"
"Nov 27, 2020 @ 02:52:47.000","Logstash Airways","$512.7",false,Sunny,"3,271.994","3.4083274361446425","El Dorado International Airport","Louis Armstrong New Orleans International Airport","Nov 27, 2020 @ 02:52:47.000"
"Nov 27, 2020 @ 02:50:11.000","Kibana Airlines","$894.41",false,Clear,"4,784.267","4.690458159511126","Abu Dhabi International Airport","Zurich Airport","Nov 27, 2020 @ 02:50:11.000"
"Nov 27, 2020 @ 02:43:42.000","Logstash Airways","$822.53",false,Hail,"10,811.004","8.580161756471277","Bradley International Airport","Tokyo Haneda International Airport","Nov 27, 2020 @ 02:43:42.000"
"Nov 27, 2020 @ 02:41:18.000","Kibana Airlines","$353.85",false,Cloudy,"8,260.542","7.648650314339806","Cologne Bonn Airport","Salt Lake City International Airport","Nov 27, 2020 @ 02:41:18.000"
"Nov 27, 2020 @ 02:30:46.000",JetBeats,"$602.61",true,"Heavy Fog","8,216.706","12.449554263792518","Piedmont Triad International Airport","Sheremetyevo International Airport","Nov 27, 2020 @ 02:30:46.000"
"Nov 27, 2020 @ 02:28:39.000","ES-Air","$229.58",false,"Heavy Fog",0,"1.25","Turin Airport","Turin Airport","Nov 27, 2020 @ 02:28:39.000"
"Nov 27, 2020 @ 02:23:52.000","Logstash Airways","$714.22",false,Hail,"8,185.856","14.902811637913796","Tampa International Airport","Treviso-Sant'Angelo Airport","Nov 27, 2020 @ 02:23:52.000"
"Nov 27, 2020 @ 02:10:08.000","Kibana Airlines","$463.43",false,"Heavy Fog","1,322.379","1.2244245666067206","Jorge Chavez International Airport","Mariscal Sucre International Airport","Nov 27, 2020 @ 02:10:08.000"
"Nov 27, 2020 @ 02:02:51.000",JetBeats,"$147.06",false,"Damaging Wind",0,0,"Zurich Airport","Zurich Airport","Nov 27, 2020 @ 02:02:51.000"
"Nov 27, 2020 @ 02:01:54.000","ES-Air","$856.43",false,Rain,"18,343.968","25.47773274652753","Guangzhou Baiyun International Airport","Jorge Chavez International Airport","Nov 27, 2020 @ 02:01:54.000"
"Nov 27, 2020 @ 02:01:13.000","ES-Air","$334.21",false,Rain,"2,283.245","2.3783804125986596","Milano Linate Airport","Sheremetyevo International Airport","Nov 27, 2020 @ 02:01:13.000"
"Nov 27, 2020 @ 01:57:59.000","ES-Air","$987.49",false,"Heavy Fog","7,012.046","8.347673536478426","Il Caravaggio International Airport","Rajiv Gandhi International Airport","Nov 27, 2020 @ 01:57:59.000"
"Nov 27, 2020 @ 01:51:59.000","ES-Air","$650.47",false,Sunny,"1,080.75","0.8577377900151061","Cologne Bonn Airport","Leonardo da Vinci - Fiumicino Airport","Nov 27, 2020 @ 01:51:59.000"
"Nov 27, 2020 @ 01:43:22.000","Logstash Airways","$585.06",true,"Heavy Fog","5,515.132","5.106603823714497","Incheon International Airport","Kempegowda International Airport","Nov 27, 2020 @ 01:43:22.000"
"Nov 27, 2020 @ 01:39:23.000","ES-Air","$372.97",false,"Damaging Wind","10,609.964","9.824040456934707","San Diego International Airport","Shanghai Pudong International Airport","Nov 27, 2020 @ 01:39:23.000"
"Nov 27, 2020 @ 01:20:16.000","ES-Air","$994.45",true,Hail,"2,397.529","1.9979408740412934","Sheremetyevo International Airport","Turin Airport","Nov 27, 2020 @ 01:20:16.000"
"Nov 27, 2020 @ 01:12:53.000","Logstash Airways","$633.39",true,Hail,"11,940.814","16.93834809807687","Abu Dhabi International Airport","Louisville International Standiford Field","Nov 27, 2020 @ 01:12:53.000"
"Nov 27, 2020 @ 01:00:00.000","ES-Air","$334.29",false,Clear,"2,221.232","2.6443237030140545","Norfolk International Airport","Winnipeg / James Armstrong Richardson International Airport","Nov 27, 2020 @ 01:00:00.000"
"Nov 27, 2020 @ 00:58:43.000","Kibana Airlines","$201.51",false,Clear,"818.662","0.9745970454108128","New Chitose Airport","Tokyo Haneda International Airport","Nov 27, 2020 @ 00:58:43.000"
"Nov 27, 2020 @ 00:48:43.000","Logstash Airways","$400.04",false,Hail,"7,512.426","7.365123965503562","Sheremetyevo International Airport","Tokyo Haneda International Airport","Nov 27, 2020 @ 00:48:43.000"
"Nov 27, 2020 @ 00:46:41.000","Logstash Airways","$194.2",true,Cloudy,"2,025.657","3.069176666699957","Chicago Midway International Airport","Salt Lake City International Airport","Nov 27, 2020 @ 00:46:41.000"
"Nov 27, 2020 @ 00:43:41.000","ES-Air","$100.02",false,Rain,0,4,"Vienna International Airport","Vienna International Airport","Nov 27, 2020 @ 00:43:41.000"
"Nov 27, 2020 @ 00:43:05.000","Kibana Airlines","$209.89",false,Cloudy,"369.972","6.385387491438554","Turin Airport","Venice Marco Polo Airport","Nov 27, 2020 @ 00:43:05.000"
"Nov 27, 2020 @ 00:32:22.000",JetBeats,"$981.24",false,Rain,"7,034.006","6.896084253691426","Leonardo da Vinci - Fiumicino Airport","Philadelphia International Airport","Nov 27, 2020 @ 00:32:22.000"
"Nov 27, 2020 @ 00:29:26.000","ES-Air","$197.57",true,"Thunder & Lightning","1,192.365","6.795934110294962","Nashville International Airport","Syracuse Hancock International Airport","Nov 27, 2020 @ 00:29:26.000"
"Nov 27, 2020 @ 00:27:18.000",JetBeats,"$598.74",true,"Thunder & Lightning","686.486","0.8172448089411277","Pisa International Airport","Vienna International Airport","Nov 27, 2020 @ 00:27:18.000"
"Nov 27, 2020 @ 00:25:02.000","Logstash Airways","$185.62",false,"Thunder & Lightning",0,0,"Sydney Kingsford Smith International Airport","Sydney Kingsford Smith International Airport","Nov 27, 2020 @ 00:25:02.000"
"Nov 27, 2020 @ 00:25:02.000","Logstash Airways","$985.38",false,Cloudy,"11,843.139","9.869282426396092","Brisbane International Airport","Comodoro Arturo Merino Benitez International Airport","Nov 27, 2020 @ 00:25:02.000"
"Nov 27, 2020 @ 00:20:14.000","Kibana Airlines","$859.57",false,Clear,"7,964.383","7.374428496887072","Xi'an Xianyang International Airport","Zurich Airport","Nov 27, 2020 @ 00:20:14.000"
"Nov 27, 2020 @ 00:17:11.000","ES-Air","$776.34",false,Hail,"1,246.304","1.3847825391658195","Turin Airport","Warsaw Chopin Airport","Nov 27, 2020 @ 00:17:11.000"
"Nov 27, 2020 @ 00:13:37.000","ES-Air","$540.21",false,Clear,"4,866.352","3.86218381951168","Gulfport Biloxi International Airport","Jorge Chavez International Airport","Nov 27, 2020 @ 00:13:37.000"
"Nov 26, 2020 @ 23:53:28.000","ES-Air","$484.66",true,"Thunder & Lightning","8,428.772","12.770865964206532","New Chitose Airport","San Diego International Airport","Nov 26, 2020 @ 23:53:28.000"
"Nov 26, 2020 @ 23:51:28.000","ES-Air","$161.61",false,Rain,0,0,"Zurich Airport","Zurich Airport","Nov 26, 2020 @ 23:51:28.000"
"Nov 26, 2020 @ 23:51:28.000","Logstash Airways","$387.21",false,Rain,"13,973.168","11.089815690503677","Edmonton International Airport","Melbourne International Airport","Nov 26, 2020 @ 23:51:28.000"
"Nov 26, 2020 @ 23:51:28.000",JetBeats,"$468.74",false,Clear,"2,519.291","2.469893594627099","San Diego International Airport","Winnipeg / James Armstrong Richardson International Airport","Nov 26, 2020 @ 23:51:28.000"
"Nov 26, 2020 @ 23:47:46.000","ES-Air","$662.54",true,"Heavy Fog","3,427.878","3.570705734518559","Adolfo Suarez Madrid— Barajas Airport","Sheremetyevo International Airport","Nov 26, 2020 @ 23:47:46.000"
"Nov 26, 2020 @ 23:40:04.000","Logstash Airways","$786.06",false,Rain,"4,562.417","4.0021197878512975","Abu Dhabi International Airport","Cagliari Elmas Airport","Nov 26, 2020 @ 23:40:04.000"
"Nov 26, 2020 @ 23:39:55.000","Logstash Airways","$546.1",false,Clear,"7,125.672","5.938060157726986","Bologna Guglielmo Marconi Airport","Kempegowda International Airport","Nov 26, 2020 @ 23:39:55.000"
"Nov 26, 2020 @ 23:30:16.000","Logstash Airways","$789.76",false,"Thunder & Lightning","16,340.221","15.129834424920729","Adelaide International Airport","Manchester Airport","Nov 26, 2020 @ 23:30:16.000"
"Nov 26, 2020 @ 23:29:04.000",JetBeats,"$843.77",false,Clear,"1,743.234","1.6141057055434183","Ataturk International Airport","Berlin-Tegel Airport","Nov 26, 2020 @ 23:29:04.000"
"Nov 26, 2020 @ 23:21:14.000","ES-Air","$365.3",false,Clear,"7,911.005","8.240630059725948","Turin Airport","Ukrainka Air Base","Nov 26, 2020 @ 23:21:14.000"
"Nov 26, 2020 @ 23:20:42.000",JetBeats,"$528.81",true,"Heavy Fog","1,246.304","1.2982336304679558","Turin Airport","Warsaw Chopin Airport","Nov 26, 2020 @ 23:20:42.000"
"Nov 26, 2020 @ 23:17:13.000","Logstash Airways","$259.33",false,Clear,"3,309.932","3.447846349597543","Chengdu Shuangliu International Airport","Kempegowda International Airport","Nov 26, 2020 @ 23:17:13.000"
"Nov 26, 2020 @ 23:15:53.000","Logstash Airways","$784.84",true,"Damaging Wind","9,554.795","11.366438963198556","OR Tambo International Airport","Stockholm-Arlanda Airport","Nov 26, 2020 @ 23:15:53.000"
"Nov 26, 2020 @ 23:15:29.000","Kibana Airlines","$354.48",false,Clear,"9,242.846","12.837285817304496","Jeju International Airport","Malpensa International Airport","Nov 26, 2020 @ 23:15:29.000"
"Nov 26, 2020 @ 23:15:13.000","Kibana Airlines","$273.22",false,Cloudy,"8,401.401","16.001667785948","Berlin-Tegel Airport","Salt Lake City International Airport","Nov 26, 2020 @ 23:15:13.000"
"Nov 26, 2020 @ 23:04:59.000",JetBeats,"$323.51",false,Sunny,"16,311.652","24.714624645205213","Sydney Kingsford Smith International Airport","Venice Marco Polo Airport","Nov 26, 2020 @ 23:04:59.000"
"Nov 26, 2020 @ 23:04:59.000","Logstash Airways","$560.28",false,"Thunder & Lightning","8,073.008","12.231829669448233","Chubu Centrair International Airport","Melbourne International Airport","Nov 26, 2020 @ 23:04:59.000"
"Nov 26, 2020 @ 23:04:19.000","ES-Air","$793.06",false,Rain,"12,083.915","10.069929564778588","Jorge Chavez International Airport","Olenya Air Base","Nov 26, 2020 @ 23:04:19.000"
"Nov 26, 2020 @ 23:03:49.000",JetBeats,"$440.69",false,Clear,"6,976.72","10.570787991510397","Amsterdam Airport Schiphol","Edmonton International Airport","Nov 26, 2020 @ 23:03:49.000"
"Nov 26, 2020 @ 22:57:57.000","Kibana Airlines","$497.88",false,Cloudy,"9,251.71","11.013940342610573","Edmonton International Airport","Shanghai Hongqiao International Airport","Nov 26, 2020 @ 22:57:57.000"
"Nov 26, 2020 @ 22:57:57.000","Logstash Airways","$807.54",false,Sunny,"2,397.529","3.7479408740412934","Sheremetyevo International Airport","Turin Airport","Nov 26, 2020 @ 22:57:57.000"
"Nov 26, 2020 @ 22:54:59.000",JetBeats,"$216.94",true,"Thunder & Lightning","818.662","4.649731363607208","New Chitose Airport","Tokyo Haneda International Airport","Nov 26, 2020 @ 22:54:59.000"
"Nov 26, 2020 @ 22:53:49.000","ES-Air","$934.41",false,"Damaging Wind","4,308.094","4.487597681978707","Louisville International Standiford Field","Mariscal Sucre International Airport","Nov 26, 2020 @ 22:53:49.000"
"Nov 26, 2020 @ 22:53:03.000","Logstash Airways","$388.62",false,"Damaging Wind","5,526.419","5.756686071450402","London Luton Airport","Syracuse Hancock International Airport","Nov 26, 2020 @ 22:53:03.000"
